"Country","Year","Debt","GDP1","GDP2","RGDP1","RGDP2","GDPI1","GDPI2"
"Netherlands","1857.000","","754.562","","768.216","","98.223",""
"Netherlands","1858.000","","700.187","","749.758","","93.388",""
"Netherlands","1859.000","","660.394","","724.994","","91.090",""
"Netherlands","1860.000","","730.240","","763.624","","95.628",""
"Netherlands","1861.000","","739.823","","748.836","","98.796",""
"Netherlands","1862.000","","823.471","","784.331","","104.990",""
"Netherlands","1863.000","","830.939","","807.560","","102.895",""
"Netherlands","1864.000","","872.259","","846.870","","102.998",""
"Netherlands","1865.000","","866.453","","855.706","","101.256",""
"Netherlands","1866.000","","911.681","","892.165","","102.187",""
"Netherlands","1867.000","","877.378","","870.586","","100.780",""
"Netherlands","1868.000","","879.543","","883.368","","99.567",""
"Netherlands","1869.000","","915.954","","920.943","","99.458",""
"Netherlands","1870.000","","931.408","","959.035","","97.119",""
"Netherlands","1871.000","","972.092","","957.980","","101.473",""
"Netherlands","1872.000","","1093.801","","977.583","","111.888",""
"Netherlands","1873.000","","1181.001","","1008.878","","117.061",""
"Netherlands","1874.000","","1148.704","","984.148","","116.721",""
"Netherlands","1875.000","","1115.882","","1051.037","","106.170",""
"Netherlands","1876.000","","1118.857","","1067.197","","104.841",""
"Netherlands","1877.000","","1152.140","","1094.799","","105.238",""
"Netherlands","1878.000","","1094.970","","1105.389","","99.057",""
"Netherlands","1879.000","","1037.509","","1066.389","","97.292",""
"Netherlands","1880.000","942.000","1120.465","","1139.153","","98.359",""
"Netherlands","1881.000","941.000","1134.166","","1159.631","","97.804",""
"Netherlands","1882.000","999.000","1190.920","","1190.977","","99.995",""
"Netherlands","1883.000","1004.000","1170.300","","1278.654","","91.526",""
"Netherlands","1884.000","1018.993","1158.227","","1301.409","","88.998",""
"Netherlands","1885.000","1080.708","1109.826","","1330.416","","83.419",""
"Netherlands","1886.000","1079.319","1094.351","","1350.446","","81.036",""
"Netherlands","1887.000","1097.564","1141.027","","1385.550","","82.352",""
"Netherlands","1888.000","1095.153","1178.358","","1404.377","","83.906",""
"Netherlands","1889.000","1093.199","1237.210","","1453.269","","85.133",""
"Netherlands","1890.000","1088.510","1240.943","","1394.192","","89.008",""
"Netherlands","1891.000","1111.517","1259.545","","1397.707","","90.115",""
"Netherlands","1892.000","1106.447","1209.135","","1437.614","","84.107",""
"Netherlands","1893.000","1122.200","1186.070","","1424.867","","83.241",""
"Netherlands","1894.000","1116.120","1229.471","","1508.019","","81.529",""
"Netherlands","1895.000","1104.352","1209.422","","1516.742","","79.738",""
"Netherlands","1896.000","1110.748","1279.575","","1581.234","","80.923",""
"Netherlands","1897.000","1094.616","1288.172","","1621.905","","79.423",""
"Netherlands","1898.000","1106.542","1361.652","","1646.800","","82.685",""
"Netherlands","1899.000","1148.561","1393.824","","1670.613","","83.432",""
"Netherlands","1900.000","1145.247","1466.616","","1654.738","","88.631",""
"Netherlands","1901.000","1158.735","1500.792","","1737.887","","86.357",""
"Netherlands","1902.000","1140.390","1532.595","","1812.737","","84.546",""
"Netherlands","1903.000","1151.873","1561.760","","1812.841","","86.150",""
"Netherlands","1904.000","1133.416","1642.154","","1838.055","","89.342",""
"Netherlands","1905.000","1106.268","1710.969","","1930.656","","88.621",""
"Netherlands","1906.000","1144.757","1822.927","","1970.726","","92.500",""
"Netherlands","1907.000","1139.680","1811.606","","1935.162","","93.615",""
"Netherlands","1908.000","1133.848","1778.169","","1973.977","","90.081",""
"Netherlands","1909.000","1128.179","1880.328","","2078.289","","90.475",""
"Netherlands","1910.000","1122.434","2000.491","","2158.617","","92.675",""
"Netherlands","1911.000","1116.652","2201.943","","2232.654","","98.624",""
"Netherlands","1912.000","1163.238","2309.966","","2299.179","","100.469",""
"Netherlands","1913.000","1156.258","2414.390","","2414.390","","100.000",""
"Netherlands","1914.000","1317.300","","","2349.205","","",""
"Netherlands","1915.000","1574.300","","","2428.854","","",""
"Netherlands","1916.000","1759.400","","","2494.086","","",""
"Netherlands","1917.000","1944.200","","","2334.693","","",""
"Netherlands","1918.000","2464.600","","","2189.860","","",""
"Netherlands","1919.000","2826.100","","","2713.762","","",""
"Netherlands","1920.000","3071.200","","","2795.884","","",""
"Netherlands","1921.000","3348.900","5792.000","","2967.267","","195.196",""
"Netherlands","1922.000","3556.100","5523.000","","3129.038","","176.508",""
"Netherlands","1923.000","3445.900","5323.000","","3206.308","","166.017",""
"Netherlands","1924.000","3276.000","5598.000","","3440.496","","162.709",""
"Netherlands","1925.000","3182.800","5733.000","","3585.376","","159.900",""
"Netherlands","1926.000","3028.700","5849.000","","3872.663","","151.033",""
"Netherlands","1927.000","2956.600","6032.000","","4034.434","","149.513",""
"Netherlands","1928.000","2837.600","6308.000","","4249.305","","148.448",""
"Netherlands","1929.000","2727.100","6489.000","","4283.134","","151.501",""
"Netherlands","1930.000","2682.700","6248.000","","4273.475","","146.204",""
"Netherlands","1931.000","2867.100","5774.000","","4012.738","","143.892",""
"Netherlands","1932.000","3092.200","5233.000","","3957.165","","132.241",""
"Netherlands","1933.000","3371.400","5044.000","","3949.933","","127.698",""
"Netherlands","1934.000","3362.300","4959.000","","3877.516","","127.891",""
"Netherlands","1935.000","3459.000","4886.000","","4022.349","","121.471",""
"Netherlands","1936.000","3544.500","4955.000","","4275.902","","115.882",""
"Netherlands","1937.000","4058.300","5409.000","","4519.748","","119.675",""
"Netherlands","1938.000","3986.000","5506.000","","4411.076","","124.822",""
"Netherlands","1939.000","4217.600","6061.000","","4710.496","","128.670",""
"Netherlands","1940.000","5329.400","","","42897.645","","",""
"Netherlands","1941.000","6857.600","","","40626.740","","",""
"Netherlands","1942.000","8509.600","","","37133.040","","",""
"Netherlands","1943.000","10303.200","","","36234.660","","",""
"Netherlands","1944.000","12618.700","","","24306.170","","",""
"Netherlands","1945.000","7.100","","","24880.135","","",""
"Netherlands","1946.000","6.600","","","41999.265","","",""
"Netherlands","1947.000","9.000","","","48613.000","","",""
"Netherlands","1948.000","8.900","","","53804.000","","",""
"Netherlands","1949.000","9.600","","","58546.000","","",""
"Netherlands","1950.000","9.200","","","60642.000","","",""
"Netherlands","1951.000","8.800","","","61914.000","","",""
"Netherlands","1952.000","8.300","","","63162.000","","",""
"Netherlands","1953.000","7.800","","","68652.000","","",""
"Netherlands","1954.000","7.400","","","73319.000","","",""
"Netherlands","1955.000","7.600","","","78759.000","","",""
"Netherlands","1956.000","7.500","","14.521","81654.000","","",""
"Netherlands","1957.000","7.300","","15.746","83950.000","","",""
"Netherlands","1958.000","7.500","","15.928","83701.000","","",""
"Netherlands","1959.000","7.600","","16.971","87793.000","","",""
"Netherlands","1960.000","7.800","","18.968","95180.000","","",""
"Netherlands","1961.000","7.800","","20.057","95455.000","","",""
"Netherlands","1962.000","7.600","","21.600","101993.000","","",""
"Netherlands","1963.000","8.100","","23.415","105686.000","","",""
"Netherlands","1964.000","8.200","","27.544","114446.000","","",""
"Netherlands","1965.000","8.700","","30.767","120435.000","","",""
"Netherlands","1966.000","9.400","","33.489","123754.000","","",""
"Netherlands","1967.000","10.800","","36.756","130267.000","","",""
"Netherlands","1968.000","11.800","","40.749","138627.000","","",""
"Netherlands","1969.000","12.400","","51.853","147552.000","","",""
"Netherlands","1970.000","13.600","","58.136","155955.000","","",""
"Netherlands","1971.000","13.900","","65.638","162539.000","","",""
"Netherlands","1972.000","14.100","","73.531","167919.000","","",""
"Netherlands","1973.000","14.400","","84.167","175791.000","","",""
"Netherlands","1974.000","15.900","","95.495","182763.000","","",""
"Netherlands","1975.000","18.700","","105.419","182596.000","","",""
"Netherlands","1976.000","22.400","","119.846","191194.000","","",""
"Netherlands","1977.000","25.300","","130.956","196392.000","","",""
"Netherlands","1978.000","29.200","","141.323","201024.000","","",""
"Netherlands","1979.000","34.000","","149.821","205501.000","","",""
"Netherlands","1980.000","41.900","","160.721","207979.000","247.786","","64.863"
"Netherlands","1981.000","51.400","","168.529","206925.000","246.513","","68.365"
"Netherlands","1982.000","64.100","","175.351","204517.000","243.350","","72.057"
"Netherlands","1983.000","77.800","","182.180","208014.000","247.628","","73.570"
"Netherlands","1984.000","91.100","","190.493","214854.000","255.352","","74.600"
"Netherlands","1985.000","102.400","","199.073","221470.000","262.135","","75.943"
"Netherlands","1986.000","106.700","","205.499","227570.000","270.326","","76.019"
"Netherlands","1987.000","112.500","","207.837","230788.000","275.329","","75.487"
"Netherlands","1988.000","122.900","","216.042","236824.000","283.535","","76.196"
"Netherlands","1989.000","131.700","","228.960","247906.000","297.101","","77.065"
"Netherlands","1990.000","142.300","","243.561","258094.000","309.177","","78.777"
"Netherlands","1991.000","152.000","","256.547","263955.295","316.613","","81.029"
"Netherlands","1992.000","161.600","","266.472","269301.656","321.329","","82.928"
"Netherlands","1993.000","167.300","","273.242","271352.437","323.422","","84.485"
"Netherlands","1994.000","166.900","","287.517","277719.471","332.686","","86.423"
"Netherlands","1995.000","179.900","","305.261","286142.838","342.777","","89.055"
"Netherlands","1996.000","184.400","","319.755","294839.730","354.452","","90.211"
"Netherlands","1997.000","184.500","","342.237","306157.361","369.617","","92.592"
"Netherlands","1998.000","188.500","","362.464","323975.000","384.119","","94.362"
"Netherlands","1999.000","189.700","","386.193","339125.000","402.113","","96.041"
"Netherlands","2000.000","179.700","","417.960","352541.000","417.960","","100.000"
"Netherlands","2001.000","180.200","","447.731","359326.000","426.009","","105.099"
"Netherlands","2002.000","188.100","","465.214","359553.000","426.334","","109.120"
"Netherlands","2003.000","202.800","","476.945","360759.000","427.765","","111.497"
"Netherlands","2004.000","214.900","","491.184","368824.000","437.332","","112.314"
"Netherlands","2005.000","220.500","","513.407","374401.000","446.282","","115.041"
"Netherlands","2006.000","211.600","","540.216","385709.000","461.430","","117.074"
"Netherlands","2007.000","216.000","","568.664","","478.102","","118.942"
"Netherlands","2008.000","299.700","","595.883","","487.644","","122.196"
"Netherlands","2009.000","290.230","","574.992","","467.296","","123.047"
"Netherlands","2010.000","","","","","470.424","",""
