"Country","Year","Debt1","Debt2","GDP1","GDP2","RGDP1","RGDP2","Infl"
"Denmark","1952.00000","9555.80000","4.40000","","24676.00000","30144.00000","","2.47846"
"Denmark","1953.00000","9552.20000","5.50000","","26432.00000","31859.00000","","-0.80582"
"Denmark","1954.00000","8144.00000","9.10000","","27705.00000","32478.00000","","1.62526"
"Denmark","1955.00000","8630.00000","10.30000","","28920.00000","32828.00000","","8.46523"
"Denmark","1956.00000","8848.00000","10.20000","","30929.00000","33225.00000","","3.79728"
"Denmark","1957.00000","8903.00000","10.10000","","32870.00000","35746.00000","","0.00000"
"Denmark","1958.00000","8979.00000","11.00000","","34340.00000","36551.00000","","1.21961"
"Denmark","1959.00000","8805.00000","11.40000","","38084.00000","39270.00000","","2.40936"
"Denmark","1960.00000","8127.00000","13.40000","","40786.00000","40367.00000","","0.00000"
"Denmark","1961.00000","7483.00000","16.00000","","45616.00000","42926.00000","","5.88284"
"Denmark","1962.00000","7750.00000","15.40000","","51387.00000","45295.00000","","8.88829"
"Denmark","1963.00000","7314.00000","16.40000","","54282.00000","45579.00000","","2.04138"
"Denmark","1964.00000","6673.00000","17.50000","","62049.00000","49843.00000","","4.99961"
"Denmark","1965.00000","5483.00000","17.90000","","69700.00000","52117.00000","","7.61930"
"Denmark","1966.00000","4809.00000","19.50000","","78885.00000","53539.00000","","6.64566"
"Denmark","1967.00000","5057.00000","23.70000","","86894.00000","55339.00000","","9.74887"
"Denmark","1968.00000","5125.00000","25.90000","","96826.00000","57613.00000","","6.13738"
"Denmark","1969.00000","5246.00000","25.70000","","110386.00000","61283.00000","","4.23817"
"Denmark","1970.00000","5871.00000","24.40000","","122143.00000","62524.00000","","6.69819"
"Denmark","1971.00000","6786.00000","25.50000","","135254.00000","64191.00000","","5.81365"
"Denmark","1972.00000","8208.00000","27.90000","","155323.00000","67578.00000","","6.79855"
"Denmark","1973.00000","8840.00000","29.20000","","178155.00000","70032.00000","","11.04498"
"Denmark","1974.00000","9106.00000","35.50000","","199656.00000","69379.00000","","15.28759"
"Denmark","1975.00000","9690.00000","54.80000","","223381.00000","68921.00000","","6.92232"
"Denmark","1976.00000","","64.10000","","259232.00000","73382.00000","","11.04311"
"Denmark","1977.00000","","75.60000","","287957.00000","74573.00000","","11.67407"
"Denmark","1978.00000","","90.10000","","321064.00000","75674.00000","","8.58601"
"Denmark","1979.00000","","103.00000","","357313.00000","78356.00000","","10.72421"
"Denmark","1980.00000","134928.63184","117.60000","","385808.00000","78010.00000","815.42100","12.33000"
"Denmark","1981.00000","191910.35499","137.50000","","422403.00000","77316.00000","808.18900","11.72800"
"Denmark","1982.00000","282324.89628","157.70000","","482211.00000","79650.00000","838.20500","10.12300"
"Denmark","1983.00000","373666.53472","174.70000","","531728.00000","81656.00000","860.43300","6.92000"
"Denmark","1984.00000","425866.03534","186.90000","","583546.00000","85241.00000","896.27500","6.28200"
"Denmark","1985.00000","449074.94940","200.60000","","634018.00000","88897.00000","932.34500","4.68700"
"Denmark","1986.00000","464340.03015","211.40000","","685565.00000","92135.00000","978.48900","3.67800"
"Denmark","1987.00000","467545.30584","225.20000","","720942.00000","92406.00000","981.32600","4.01500"
"Denmark","1988.00000","469018.14320","242.90000","","748274.00000","93482.00000","979.92600","4.52100"
"Denmark","1989.00000","482607.42800","250.80000","","788600.00000","93728.00000","985.54000","4.78100"
"Denmark","1990.00000","525600.00000","277.20000","","840648.00000","94863.00000","1001.38200","2.63200"
"Denmark","1991.00000","554700.00000","299.60000","","874363.00000","96096.60112","1014.40400","2.39900"
"Denmark","1992.00000","616100.00000","310.20000","","906595.00000","97994.93667","1034.44300","2.11300"
"Denmark","1993.00000","727800.00000","350.40000","","911809.00000","97907.11101","1033.51600","1.23700"
"Denmark","1994.00000","750300.00000","364.30000","","976945.00000","103316.88533","1090.62200","2.00000"
"Denmark","1995.00000","770000.00000","385.70000","","1019540.00000","106483.77889","1124.05200","2.09200"
"Denmark","1996.00000","788600.00000","426.00000","","1069490.00000","109502.13439","1155.91400","2.11300"
"Denmark","1997.00000","777300.00000","459.70000","","1125640.00000","113004.57022","1192.88600","2.19400"
"Denmark","1998.00000","744700.00000","488.00000","","1163620.00000","115447.00000","1218.65700","1.84000"
"Denmark","1999.00000","738600.00000","708.30000","","1213470.00000","118399.00000","1249.86000","2.49000"
"Denmark","2000.00000","711200.00000","715.60000","","1293960.00000","122628.00000","1293.96400","2.91900"
"Denmark","2001.00000","694800.00000","697.30000","","1335610.00000","123502.00000","1303.08500","2.36100"
"Denmark","2002.00000","708600.00000","719.40000","","1372740.00000","124062.00000","1309.15500","2.41800"
"Denmark","2003.00000","694900.00000","767.71300","","1400690.00000","124543.00000","1314.17900","2.08800"
"Denmark","2004.00000","688500.00000","812.12300","","1466180.00000","127175.00000","1344.35900","1.15600"
"Denmark","2005.00000","607160.00000","886.25400","","1545260.00000","131082.00000","1377.23100","1.81100"
"Denmark","2006.00000","534241.00000","918.91100","","1628630.00000","135711.00000","1423.28500","1.90000"
"Denmark","2007.00000","470682.00000","939.98800","","1687890.00000","","1446.72000","1.71200"
"Denmark","2008.00000","562601.00000","966.19700","","1734650.00000","","1429.33300","3.39900"
"Denmark","2009.00000","631556.00000","1029.95300","","1674260.00000","","1394.55700","1.68000"
"Denmark","2010.00000","","","","","","","2.02000"
