"Country","Year","Debt","GDP1","GDP2","RGDP1","RGDP2","GDPI1","GDPI2"
"Japan","1998.0000","437555000.0000","497101000.0000","504843000.0000","481312300.0000","489820700.0000","103.2803","103.0669"
"Japan","1999.0000","489370000.0000","","497629000.0000","","489130000.0000","","101.7376"
"Japan","2000.0000","535587000.0000","","502990000.0000","","503119800.0000","","99.9742"
"Japan","2001.0000","607312000.0000","","497720000.0000","","504047500.0000","","98.7447"
"Japan","2002.0000","643194500.0000","","491312000.0000","","505369400.0000","","97.2184"
"Japan","2003.0000","670121200.0000","","490294000.0000","","512513000.0000","","95.6647"
"Japan","2004.0000","751106500.0000","","498328000.0000","","526577700.0000","","94.6352"
"Japan","2005.0000","813183000.0000","","501734000.0000","","536762200.0000","","93.4742"
"Japan","2006.0000","832263100.0000","","507365000.0000","","547709300.0000","","92.6340"
"Japan","2007.0000","838005000.0000","","515805000.0000","","560511000.0000","","92.0241"
"Japan","2008.0000","846691000.0000","","507371000.0000","","556558000.0000","","91.1623"
"Japan","2009.0000","869963000.0000","","479289380.0000","","526674372.0000","","91.0030"
"Japan","2010.0000","","","","","535500451.0000",""," "
